QTYPE,group0
bf16,0
iq1_bn,2.070204
iq1_kt,0.188
iq1_m,0.269645
iq1_m_r4,0.272661
iq1_s,0.358509
iq1_s_r4,0.389468
iq2_bn,2.083698
iq2_bn_r4,2.08306
iq2_k,0.096273
iq2_k_r4,0.096273
iq2_kl,0.066624
iq2_ks,0.131132
iq2_kt,0.112609
iq2_s,0.076479
iq2_xs,0.109819
iq2_xs_r4,0.109819
iq2_xxs,0.161904
iq2_xxs_r4,0.161904
iq3_k,0.021921
iq3_k_r4,0.021921
iq3_ks,0.031532
iq3_kt,0.028293
iq3_s,0.024832
iq3_s_r4,0.024832
iq3_xxs,0.04107
iq3_xxs_r4,0.04107
iq4_k,0.005441
iq4_k_r4,0.005441
iq4_ks,0.007331
iq4_ks_r4,0.007331
iq4_kss,0.010405
iq4_kt,0.009443
iq4_nl,0.007772
iq4_nl_r4,0.007772
iq4_xs,0.008052
iq4_xs_r8,0.008052
iq5_k,0.001845
iq5_k_r4,0.001845
iq5_ks,0.002225
iq5_ks_r4,0.002225
iq6_k,0.001024
q2_K,0.088382
q2_k_r4,0.088382
q3_K,0.027972
q3_k_r4,0.027972
q4_0,0.010278
q4_0_r8,0.010278
q4_1,0.006898
q4_K,0.007125
q4_k_r4,0.007125
q5_0,0.002906
q5_0_r4,0.002906
q5_1,0.002454
q5_K,0.002602
q5_k_r4,0.002602
q6_0,0.001098
q6_0_r4,0.001098
q6_K,0.000926
q6_k_r4,0.000926
q8_0,0.000549
q8_0_r8,0.000549
q8_k_r8,0.001463
q8_KV,0.004196
