QTYPE,group0
bf16,5.2686
iq1_kt,6.156560
iq1_m,6.603417
iq1_m_r4,6.614284
iq1_s,7.187365
iq1_s_r4,7.387420
iq2_k,5.688994
iq2_kl,5.538704
iq2_ks,5.840740
iq2_kt,5.739304
iq2_s,404
iq2_xs,5.745728
iq2_xxs,6.046812
iq3_k,5.355396
iq3_ks,5.387178
iq3_kt,5.382419
iq3_s,5.383960
iq3_xxs,5.444524
iq4_k,5.285674
iq4_ks,5.294302
iq4_kss,5.306691
iq4_kt,5.300486
iq4_nl,5.297547
iq4_xs,5.298643
iq5_k,5.273902
iq5_ks,5.274437
iq6_k,5.270530
q2_K,5.623115
q3_K,5.373034
q4_0,5.303683
q4_1,5.291261
q4_K,5.291236
q5_0,5.276907
q5_1,5.275641
q5_K,5.274797
q6_0,5.269388
q6_K,5.269023
q8_0,5.268549
