QTYPE,group0
bf16,404
iq1_bn,696865.930023
iq1_kt,7.688156
iq1_m,11.005172
iq2_bn,890079.687193
iq2_k,5.250924
iq2_kl,4.747213
iq2_ks,5.899195
iq2_kt,5.660916
iq3_k,4.188052
iq3_ks,4.333955
iq3_kt,4.319528
iq3_s,4.214893
iq3_xxs,4.478267
iq4_k,4.028941
iq4_ks,4.041825
iq4_kss,4.085443
iq4_kt,4.074942
iq4_nl,4.047979
iq4_xs,4.047671
iq5_k,4.013044
iq5_ks,4.012019
iq6_k,4.0001
q2_K,5.159609
q3_K,4.233043
q4_0,4.059367
q4_1,4.046067
q4_K,4.046148
q5_0,4.016919
q5_1,4.006892
q5_K,4.015026
q6_0,4.000482
q6_K,3.996621
