QTYPE,group0
bf16,5.3866
iq1_bn,1526130.045785
iq1_kt,11.044017
iq1_m,18.553602
iq1_m_r4,19.272229
iq1_s,33.671066
iq1_s_r4,34.039714
iq2_bn,1135123.110103
iq2_bn_r4,1135668.817937
iq2_k,7.275373
iq2_k_r4,7.275373
iq2_kl,6.418883
iq2_ks,8.654475
iq2_kt,7.566859
iq2_s,7.138144
iq2_xs,7.853424
iq2_xs_r4,7.897395
iq2_xxs,10.304977
iq2_xxs_r4,10.399552
iq3_k,5.666899
iq3_k_r4,5.666899
iq3_ks,5.855317
iq3_kt,5.801096
iq3_s,5.750231
iq3_s_r4,5.768539
iq3_xxs,6.010004
iq3_xxs_r4,6.027807
iq4_k,5.443779
iq4_k_r4,5.443779
iq4_ks,5.469247
iq4_ks_r4,5.469247
iq4_kss,5.533031
iq4_kt,5.482817
iq4_nl,5.479318
iq4_nl_r4,5.478695
iq4_xs,5.483307
iq4_xs_r8,5.499619
iq5_k,5.405812
iq5_ks,5.404122
iq6_k,5.392991
q2_K,7.235494
q2_k_r4,7.074961
q3_K,5.789603
q3_k_r4,5.806901
q4_0,5.526189
q4_0_r8,404
q4_1,5.498110
q4_K,5.500814
q5_0,5.427438
q5_1,5.427797
q5_K,5.430996
q6_0,5.391591
q6_K,5.389825
q8_0,5.388984
