QTYPE,group0
bf16,4.6445
iq1_kt,6.894633
iq1_m,9.314889
iq1_m_r4,9.056849
iq1_s,14.464829
iq1_s_r4,14.958845
iq2_k,5.605011
iq2_kl,5.220068
iq2_ks,5.965108
iq2_kt,5.756684
iq2_s,5.757141
iq2_xs,5.757141
iq2_xxs,6.846854
iq3_k,4.819056
iq3_ks,4.891377
iq3_kt,4.870086
iq3_s,4.838754
iq3_xxs,4.989663
iq4_k,4.681645
iq4_ks,4.695641
iq4_kss,4.724576
iq4_kt,4.711367
iq4_nl,4.700328
iq4_xs,4.705084
iq5_k,4.655530
iq5_ks,4.659006
iq6_k,4.646752
q2_K,5.515990
q3_K,4.882275
q4_0,4.727707
q4_1,4.691225
q4_K,4.690541
q5_0,4.664383
q5_1,4.658328
q5_K,4.661494
q6_0,4.649049
q6_K,4.647422
q8_0,4.644745
