QTYPE,group0
bf16,0
iq1_kt,0.460070
iq1_m,0.768130
iq1_m_r4,0.741772
iq1_s,1.215968
iq1_s_r4,1.247509
iq2_k,0.230818
iq2_kl,0.154074
iq2_ks,0.302604
iq2_kt,0.262289
iq2_s,0.268571
iq2_xs,0.268571
iq2_xxs,0.448315
iq3_k,0.054176
iq3_ks,0.076605
iq3_kt,0.071250
iq3_s,0.062041
iq3_xxs,0.103114
iq4_k,0.014133
iq4_ks,0.018679
iq4_kss,0.027523
iq4_kt,0.024030
iq4_nl,0.020415
iq4_xs,0.020930
iq5_k,0.004814
iq5_ks,0.005786
iq6_k,0.002195
q2_K,0.214567
q3_K,0.070801
q4_0,0.027116
q4_1,0.019207
q4_K,0.019287
q5_0,0.008050
q5_1,0.007164
q5_K,0.007634
q6_0,0.002653
q6_K,0.002166
q8_0,0.001129
