QTYPE,group0
bf16,5.5954
iq1_kt,7.909874
iq1_m,15.053794
iq1_m_r4,14.600902
iq1_s,27.567276
iq1_s_r4,29.322862
iq2_k,6.522537
iq2_kl,6.187158
iq2_ks,8.173711
iq2_kt,7.506742
iq2_s,7.614934
iq2_xs,7.614934
iq2_xxs,9.450767
iq3_k,5.756527
iq3_ks,5.839991
iq3_kt,5.804021
iq3_s,5.808566
iq3_xxs,6.166561
iq4_k,5.626008
iq4_ks,5.658292
iq4_kss,5.670805
iq4_kt,5.656683
iq4_nl,5.651168
iq4_xs,5.650376
iq5_k,5.601861
iq5_ks,5.609142
iq6_k,5.601345
q2_K,6.294334
q3_K,5.800590
q4_0,5.709887
q4_1,5.655484
q4_K,5.643285
q5_0,5.609932
q5_1,5.602981
q5_K,5.610550
q6_0,5.598336
q6_K,5.593997
q8_0,5.591483
