QTYPE,bpw,group0
iq1_bn,404,2.526891
iq2_bn,404,2.298524
iq2_bn_r4,404,2.188711
iq2_k_r4,404,0.282211
iq2_xs_r4,404,0.232965
iq2_xxs_r4,404,0.408705
iq3_k_r4,404,0.086978
iq3_s_r4,404,0.10492
iq3_xxs_r4,404,0.133291
iq4_k_r4,404,0.041598
iq4_ks_r4,404,0.046073
iq4_nl_r4,404,0.042004
iq4_xs_r8,404,0.051869
iq5_k_r4,404,0.018457
iq5_ks_r4,404,0.032799
iq6_k,404,0.014485
q2_k_r4,404,0.233632
q3_k_r4,404,0.153823
q4_0_r8,404,0.042531
q4_k_r4,404,0.055631
q5_0,404,0.036793
q5_0_r4,404,0.035538
q5_1,404,0.023979
q5_K,404,0.029255
q5_k_r4,404,0.024112
q6_0,404,0.01461
q6_0_r4,404,0.015851
q6_k_r4,404,0.014369
q8_0_r8,404,0.008639
q8_k_r8,404,0.015515
q8_KV,404,0.019165
iq2_s,32.000000,0.194544
bf16,16.002563,0
q8_0,8.503765,0.007658
q6_K,6.566580,0.014002
iq5_k,5.504261,0.018457
iq5_ks,5.263096,0.032799
q4_1,5.004341,0.03479
q4_K,4.505301,0.055631
q4_0,4.504540,0.042531
iq4_k,4.504469,0.041598
iq4_nl,4.504469,0.042004
iq4_ks,4.263259,0.046073
iq4_xs,4.254510,0.051869
iq4_kss,4.013299,0.054286
iq4_kt,4.013179,0.053379
q3_K,3.444438,0.153823
iq3_k,3.442142,0.086978
iq3_s,3.442142,0.10492
iq3_ks,3.196557,0.101166
iq3_kt,3.138441,0.093799
iq3_xxs,3.067230,0.133291
iq2_kl,2.696638,0.165395
q2_K,2.632136,0.233632
iq2_k,2.379814,0.282211
iq2_xs,2.319775,0.232965
iq2_ks,2.197447,0.588941
iq2_kt,2.138577,0.283502
iq2_xxs,2.069836,0.408705
iq1_kt,1.763541,0.843416
iq1_m_r4,1.759370,1.018403
iq1_m,1.757413,1.03076
iq1_s,1.570059,1.106059
iq1_s_r4,1.509412,1.082809
