QTYPE,group0
bf16,4.6456
iq1_bn,404
iq1_kt,8.159605
iq1_m,11.277665
iq1_s,17.235376
iq1_s_r4,17.134090
iq2_bn,404
iq2_bn_r4,404
iq2_k,6.133391
iq2_kl,5.502004
iq2_ks,6.735852
iq2_kt,6.234891
iq2_s,5.971556
iq2_xs,6.371406
iq2_xxs,7.743008
iq3_k,4.896789
iq3_ks,5.010997
iq3_kt,4.963054
iq3_s,4.952727
iq3_xxs,5.169163
iq4_k,4.696258
iq4_ks,4.724499
iq4_kss,4.753332
iq4_kt,4.739367
iq4_nl,4.730723
iq4_xs,4.731251
iq5_k,4.662408
iq5_ks,4.665511
iq6_k,4.653142
q2_K,5.957041
q3_K,5.007538
q4_0,4.769010
q4_1,4.713091
q4_K,4.710995
q5_0,4.670502
q5_1,4.666858
q5_K,4.669159
q6_0,4.656182
q6_K,4.652763
q8_0,4.644672
