QTYPE,group0
bf16,404
iq1_kt,28.494805
iq1_m,1818.284739
iq1_m_r4,1147.154981
iq1_s,50.273649
iq1_s_r4,563853.281594
iq2_k,5.860015
iq2_kl,4.932989
iq2_ks,8.454607
iq2_kt,6.872758
iq2_xs,6.565410
iq2_xxs,10.078603
iq3_k,4.168068
iq3_ks,4.266721
iq3_kt,4.254209
iq3_s,4.224286
iq3_xxs,4.447775
iq4_k,3.975992
iq4_ks,4.006678
iq4_kss,4.046574
iq4_kt,4.019505
iq4_nl,4.013970
iq4_xs,4.007742
iq5_k,3.953160
iq5_ks,404
q2_K,5.828765
q3_K,4.197949
q4_0,4.034048
q4_1,4.002453
q4_K,3.988010
q5_0,3.947309
q5_1,404
q5_K,3.959218
q6_0,404
q8_0,3.9371
