QTYPE,group0
bf16,404
iq1_kt,2.243388
iq1_m,6.454051
iq1_m_r4,5.994605
iq1_s,2.829934
iq1_s_r4,12.206353
iq2_k,0.587906
iq2_kl,0.371242
iq2_ks,0.991184
iq2_kt,0.768029
iq2_xs,0.723779
iq2_xxs,1.178797
iq3_k,0.139037
iq3_ks,0.183804
iq3_kt,0.184744
iq3_s,0.160411
iq3_xxs,0.248312
iq4_k,0.050791
iq4_ks,0.060959
iq4_kss,0.082498
iq4_kt,0.076929
iq4_nl,0.062565
iq4_xs,0.063799
iq5_k,0.025232
iq5_ks,404
q2_K,0.585290
q3_K,0.162770
q4_0,0.073208
q4_1,0.060575
q4_K,0.058203
q5_0,0.031603
q5_1,404
q5_K,0.029117
q6_0,404
q8_0,0
