QTYPE,group0
bf16,0
iq1_bn,5.312748
iq1_kt,2.179966
iq1_m,2.622774
iq1_m_r4,2.436066
iq1_s,3.149697
iq1_s_r4,13.585585
iq2_bn,4.183023
iq2_bn_r4,4.000894
iq2_k,0.5676
iq2_k_r4,0.5676
iq2_kl,0.291445
iq2_ks,1.166831
iq2_kt,0.728259
iq2_s,0.329708
iq2_xs,0.530392
iq2_xs_r4,0.530392
iq2_xxs,1.001072
iq2_xxs_r4,1.001072
iq3_k,0.109901
iq3_k_r4,0.109901
iq3_ks,0.138966
iq3_kt,0.130747
iq3_s,0.139022
iq3_s_r4,0.139022
iq3_xxs,0.196716
iq3_xxs_r4,0.196716
iq4_k,0.043377
iq4_k_r4,0.043377
iq4_ks,0.047805
iq4_ks_r4,0.047805
iq4_kss,0.058768
iq4_kt,0.056791
iq4_nl,0.044627
iq4_nl_r4,0.044627
iq4_xs,0.057068
iq4_xs_r8,0.057068
iq5_k,0.017957
iq5_k_r4,0.017957
iq5_ks,0.036544
iq5_ks_r4,0.036544
iq6_k,0.015154
q2_K,0.428552
q2_k_r4,0.428552
q3_K,0.214685
q3_k_r4,0.214685
q4_0,0.045735
q4_0_r8,0.045735
q4_1,0.038158
q4_K,0.065243
q4_k_r4,0.065243
q5_0,0.04035
q5_0_r4,0.04035
q5_1,0.025941
q5_K,0.030754
q5_k_r4,0.030754
q6_0,0.015076
q6_0_r4,0.015076
q6_K,0.014367
q6_k_r4,0.014367
q8_0,0.008001
q8_0_r8,0.008001
q8_k_r8,0.022616
q8_KV,0.028556
