QTYPE,group0
bf16,0
iq1_bn,12.164655
iq1_kt,2.172686
iq1_m,3.835460
iq1_m_r4,3.956991
iq1_s,3.837821
iq1_s_r4,4.084595
iq2_bn,12.143435
iq2_bn_r4,12.143624
iq2_k,0.876723
iq2_k_r4,0.876723
iq2_kl,0.498021
iq2_ks,1.461735
iq2_kt,1.038218
iq2_s,0.742192
iq2_xs,1.076705
iq2_xs_r4,1.081804
iq2_xxs,1.963195
iq2_xxs_r4,1.972400
iq3_k,0.138091
iq3_k_r4,0.138091
iq3_ks,0.202091
iq3_kt,0.185809
iq3_s,0.172072
iq3_s_r4,0.174410
iq3_xxs,0.308229
iq3_xxs_r4,0.311712
iq4_k,0.030735
iq4_k_r4,0.030735
iq4_ks,0.043301
iq4_ks_r4,0.043301
iq4_kss,0.066248
iq4_kt,0.055412
iq4_nl,0.047784
iq4_nl_r4,0.047858
iq4_xs,0.049385
iq4_xs_r8,0.051541
iq5_k,0.008751
iq5_k_r4,0.008751
iq5_ks,0.011267
iq5_ks_r4,0.011267
iq6_k,0.003439
q2_K,0.782898
q2_k_r4,0.782484
q3_K,0.207542
q3_k_r4,0.210027
q4_0,0.069173
q4_0_r8,0.069138
q4_1,0.042981
q4_K,0.043260
q4_k_r4,0.042487
q5_0,0.017932
q5_0_r4,0.017925
q5_1,0.012848
q5_K,0.014086
q5_k_r4,0.013528
q6_0,0.005032
q6_0_r4,0.005030
q6_K,0.003843
q6_k_r4,0.005955
q8_0,0.001284
q8_0_r8,0.001290
q8_k_r8,0.003992
q8_KV,0.017299
