QTYPE,group0
bf16,0
iq1_bn,7.741277
iq1_kt,0.727148
iq1_m,1.003735
iq1_m_r4,0.970057
iq1_s,1.102438
iq1_s_r4,1.258464
iq2_bn,7.631894
iq2_bn_r4,7.629494
iq2_k,0.24901
iq2_k_r4,0.24901
iq2_kl,0.15759
iq2_ks,1.320015
iq2_kt,0.296209
iq2_s,0.147857
iq2_xs,0.282583
iq2_xs_r4,0.282583
iq2_xxs,0.432838
iq2_xxs_r4,0.432838
iq3_k,0.049985
iq3_k_r4,0.049985
iq3_ks,0.228565
iq3_kt,0.251041
iq3_s,0.05766
iq3_s_r4,0.05766
iq3_xxs,0.094253
iq3_xxs_r4,0.094253
iq4_k,0.014144
iq4_k_r4,0.014144
iq4_ks,0.018386
iq4_ks_r4,0.018386
iq4_kss,0.025491
iq4_kt,0.022941
iq4_nl,0.014611
iq4_nl_r4,0.014611
iq4_xs,0.020578
iq4_xs_r8,0.020578
iq5_k,0.005889
iq5_k_r4,0.005889
iq5_ks,0.006865
iq5_ks_r4,0.006865
iq6_k,0.003835
q2_K,0.124217
q2_k_r4,0.124217
q3_K,0.06886
q3_k_r4,0.06886
q4_0,0.026323
q4_0_r8,0.026323
q4_1,0.018187
q4_K,0.012508
q4_k_r4,0.012508
q5_0,0.008928
q5_0_r4,0.008928
q5_1,0.007414
q5_K,0.006173
q5_k_r4,0.006173
q6_0,0.004056
q6_0_r4,0.004056
q6_K,0.003617
q6_k_r4,0.003617
q8_0,0.002407
q8_0_r8,0.002407
q8_k_r8,0.004018
q8_KV,0.014246
