QTYPE,group0
bf16,404
iq1_kt,64.958
iq1_m,79.716
iq1_s,0.000
iq1_s_r4,53.410
iq2_k,78.292
iq2_kl,82.014
iq2_ks,56.863
iq2_kt,76.209
iq2_s,0.000
iq2_xs,76.599
iq2_xxs,84.298
iq3_k,88.894
iq3_ks,80.149
iq3_kt,81.522
iq3_s,0.000
iq3_xxs,85.416
iq4_k,93.605
iq4_ks,92.963
iq4_kss,92.154
iq4_kt,92.359
iq4_nl,94.337
iq4_xs,92.356
iq5_k,95.473
iq5_ks,95.002
iq6_k,96.242
q2_K,85.735
q3_K,87.206
q4_0,91.529
q4_1,92.820
q4_K,94.776
q5_0,94.971
q5_1,95.180
q5_K,96.306
q6_0,96.345
q6_K,96.361
q8_0,96.775
