QTYPE,group0
bf16,0
iq1_bn,2.655962
iq1_kt,0.894536
iq1_m,1.178786
iq1_m_r4,1.195998
iq1_s,1.20081
iq1_s_r4,0.264928
iq2_bn,2.408278
iq2_bn_r4,2.294018
iq2_k,0.29877
iq2_k_r4,0.29877
iq2_kl,0.1695
iq2_ks,0.624633
iq2_kt,0.310899
iq2_s,0.183219
iq2_xs,0.219966
iq2_xs_r4,0.219341
iq2_xxs,0.426102
iq2_xxs_r4,0.427967
iq3_k,0.078727
iq3_k_r4,0.078727
iq3_ks,0.095146
iq3_kt,0.088391
iq3_s,0.097199
iq3_s_r4,0.097199
iq3_xxs,0.129329
iq3_xxs_r4,0.129329
iq4_k,0.031837
iq4_k_r4,0.031837
iq4_ks,0.035984
iq4_ks_r4,0.035984
iq4_kss,0.044045
iq4_kt,0.042955
iq4_nl,0.032145
iq4_nl_r4,0.032145
iq4_xs,0.041976
iq4_xs_r8,0.03551
iq5_k,0.012423
iq5_k_r4,0.012423
iq5_ks,0.025283
iq5_ks_r4,0.025283
iq6_k,0.008824
q2_K,0.24415
q2_k_r4,0.24415
q3_K,0.148439
q3_k_r4,0.148439
q4_0,0.032644
q4_0_r8,0.027902
q4_1,0.026281
q4_K,0.046474
q4_k_r4,0.046474
q5_0,0.02716
q5_0_r4,0.019758
q5_1,0.016884
q5_K,0.020818
q5_k_r4,0.01441
q6_0,0.009484
q6_0_r4,0.006047
q6_K,0.009043
q6_k_r4,0.005677
q8_0,0.006008
q8_0_r8,0.007028
q8_k_r8,0.013715
q8_KV,0.017438
