QTYPE,group0
bf16,404
iq1_kt,6.941813
iq1_m,404
iq1_m_r4,8.271321
iq1_s,404
iq1_s_r4,17.324842
iq2_k,4.287577
iq2_kl,3.971443
iq2_ks,5.589338
iq2_kt,4.633117
iq2_s,4.394118
iq2_xs,4.637602
iq2_xxs,4.226278
iq3_k,3.642709
iq3_ks,4.041588
iq3_kt,3.685945
iq3_s,3.696974
iq3_xxs,3.818855
iq4_k,3.548446
iq4_ks,3.561393
iq4_kss,3.577572
iq4_kt,3.566960
iq4_nl,3.553008
iq4_xs,3.563042
iq5_k,3.532306
iq5_ks,3.536214
iq6_k,3.528009
q2_K,3.820952
q3_K,3.691632
q4_0,3.588837
q4_1,3.559979
q4_K,3.546221
q5_0,3.539437
q5_1,3.537029
q5_K,3.532634
q6_0,3.530156
q6_K,3.527229
q8_0,3.5263
