QTYPE,group0
bf16,404
iq1_bn,3203387.600652
iq1_kt,7.189619
iq2_bn,4714868.447646
iq2_k,5.436483
iq2_kl,4.970551
iq2_ks,6.045034
iq2_kt,5.617797
iq3_k,4.393442
iq3_ks,4.511728
iq3_s,4.504795
iq3_xxs,4.663902
iq4_k,4.225556
iq4_ks,4.247020
iq4_kss,4.288123
iq4_kt,4.280170
iq4_xs,4.235946
iq5_k,4.188699
iq5_ks,4.200191
iq6_k,4.182759
q2_K,5.276090
q3_K,4.432087
q4_0,4.258744
q4_1,4.247326
q4_K,4.238791
q5_0,4.196737
q5_1,4.198939
q6_0,4.185060
q6_K,4.183004
q8_0,4.1903
