QTYPE,bpw,ppl
bf16,16.01,6.5339
q8_0,8.515,6.5357
iq6_k,6.8015,6.5379
q4_1,5.1086,6.5514
q4_1,4.907,6.5434
q4_1,4.901,6.5801
iq4_ks,4.2574,6.5908
iq3_k,3.406,6.69
iq2_s,2.5545,7.1241
iq2_kt,2.1288,7.7179
iq2_xxs,2.001,8.0188
iq1_m,1.703,9.258
