QTYPE,bpw,ppl
bf16,16.003,3.1788
q8_0,8.505,3.1746
iq4_xs,4.1714,3.2647
iq4_xs,4.1564,3.2933
iq3_ks,3.1634,3.4911
iq2_xxs,2.0193,5.4036
iq2_xxs,2.018,5.3005
iq2_xxs,2.018,5.3005
