QTYPE,bpw,ppl
iq3_m,3.598,3.3167
iq3_kt,3.0956,3.3675
q2_K,2.602,3.6254
iq2_ks,2.188,3.8887
iq2_ks,2.168,4.0078
iq1_kt,1.699,4.9878
