QTYPE,bpw,ppl
bf16,16.004,4.5704
q8_0,8.505,4.5798
q4_1,5.0303,4.6532
q4_1,4.8996,4.6477
iq3_kl,3.9625,4.7322
iq3_kl,3.9313,4.7264
iq3_kl,3.9095,4.7252
iq3_kl,3.8815,4.8313
iq3_kl,3.8735,4.7477
