QTYPE,bpw,ppl
bf16,16.003,3.4454
q8_0,8.505,3.4471
q5_1,5.997,3.4428
q4_1,5.001,3.4758
q4_0,4.646,3.5309
iq4_ks,4.1618,3.4809
iq3_kl,4.09,3.5911
iq3_m,3.573,3.6427
iq3_xxs,3.07,4.1456
iq2_k,2.359,5.276
iq2_xxs,1.948,5.9034
