QTYPE,bpw,ppl
q4_0,4.549,2.0818
iq3_kl,4.059,2.1343
iq3_kl,3.845,2.1456
iq3_xs,3.249,2.2363
iq3_xxs,2.92,2.3735
iq2_m,2.755,2.455
iq2_s,2.5096,2.6616
iq2_xs,2.261,2.9361
iq2_xxs,2.0201,3.1317
iq1_kt,1.832,3.5931
