QTYPE,bpw,ppl
bf16,16.002,6.8733
q8_0,8.502,6.8689
iq6_k,6.8017,6.8768
iq4_ks,4.2511,6.9087
iq3_k,3.4009,7.0291
iq2_s,2.5507,7.6317
iq2_xxs,1.998,8.4767
iq1_m,1.7005,11.1916
