QTYPE,bpw,ppl
q8_0,8.504,3.3929
q5_K,5.941,3.4
q5_1,5.339,3.4059
q5_0,4.896,3.4198
iq4_nl,4.08,3.4445
iq3_m,3.724,3.4781
iq3_s,3.545,3.5174
iq3_xxs,2.962,3.7112
q2_K,2.6034,3.7793
iq2_s,2.472,4.028
iq2_xxs,1.987,4.531
iq1_kt,1.745,5.4829
