QTYPE,bpw,ppl
bf16,16.002,6.9066
q8_0,8.502,6.9063
iq6_k,6.8018,6.9001
q5_1,5.919,6.9341
q4_1,5.1014,6.9037
q4_1,4.92,7.004
iq4_k,4.693,6.974
iq4_ks,4.2512,6.9155
iq3_k,3.4009,7.0638
iq2_s,2.5507,7.8141
iq2_xxs,1.998,8.8739
iq1_m,1.7005,10.9961
