QTYPE,bpw,ppl
bf16,16.005,4.8159
q8_0,8.508,4.8196
iq6_k,6.8058,4.8203
iq6_k,6.8058,4.821
iq5_k,5.441,4.8264
q4_1,5.1032,4.8311
iq4_ks,4.306,4.8741
iq4_ks,4.2538,4.8571
iq4_ks,4.2538,4.858
iq3_k,3.4031,4.996
iq3_xxs,3.047,5.1012
iq2_s,2.5523,5.3923
iq2_s,2.485,5.4614
iq2_kt,2.126,5.7763
iq2_xxs,1.9993,5.9007
iq1_m,1.7015,6.8348
