QTYPE,bpw,ppl
bf16,16.004,4.5704
q8_0,8.505,4.5798
q5_1,6.042,4.5867
iq5_k,5.665,4.5948
q4_1,5.0303,4.6532
q4_1,4.8996,4.6477
q4_1,4.892,4.6273
iq4_ks,4.261,4.7056
iq3_kl,3.9625,4.7322
iq3_kl,3.9313,4.7264
iq3_kl,3.9095,4.7252
iq3_kl,3.8815,4.8313
iq3_kl,3.8735,4.7477
iq3_k,3.411,5.0697
iq2_m,2.802,5.8214
