QTYPE,bpw,ppl
iq6_k,6.8103,6.7231
iq6_k,6.8103,6.7242
iq6_k,6.8015,6.7237
q5_1,5.96,6.7239
q5_1,5.9593,6.7277
q4_1,5.1087,6.7249
q4_1,5.1087,6.725
q4_1,5.1087,6.725
iq4_ks,4.2574,6.7528
iq3_k,3.406,6.8886
iq3_k,3.406,6.9015
iq2_s,2.5545,7.4781
iq2_xxs,2.001,8.1988
iq1_m,1.703,10.0582
