QTYPE,bpw,ppl
bf16,16.002,6.954
q8_0,8.502,6.9554
iq6_k,6.8018,6.9565
iq6_k,6.8003,6.9549
q5_1,5.9516,6.9597
q5_1,5.9513,6.9842
q4_1,5.1014,6.9581
q4_1,5.1011,6.9738
iq4_k,4.7315,6.97
iq4_k,4.7315,6.9762
iq4_ks,4.2511,7.0018
iq4_ks,4.2511,7.0279
iq3_k,3.4009,7.1676
iq3_k,3.4009,7.2859
iq2_s,2.5507,7.6475
iq2_s,2.5507,7.9121
iq2_kt,2.1256,8.4531
iq2_kt,2.1256,8.9549
iq2_xxs,1.998,9.3682
iq2_xxs,1.998,9.8874
iq1_m,1.7005,11.5224
iq1_m,1.7005,14.779
