QTYPE,bpw,ppl
bf16,16.003,3.9267
q8_0,8.505,3.932
q6_0,6.008,3.9445
q5_0,5.021,3.9879
iq4_nl,4.12,4.041
iq3_m,3.721,4.133
iq3_kt,3.099,4.5644
iq2_k,2.3923,5.1061
iq2_k,2.379,5.9716
iq2_xxs,1.976,6.772
