QTYPE,bpw,ppl
iq6_k,6.8015,6.7237
q5_1,5.96,6.7239
q5_1,5.9593,6.7277
q4_1,5.1087,6.7249
iq4_ks,4.2574,6.7528
iq3_k,3.406,6.9171
iq2_s,2.5545,7.5377
iq2_s,2.5545,7.5833
iq2_xxs,2.001,8.2481
iq1_m,1.703,10.0626
iq1_m,1.703,10.069
iq1_m,1.703,10.8598
