QTYPE,bpw,ppl
bf16,16.003,2.7257
q8_0,8.504,2.7257
iq4_k,4.621,2.7547
iq3_m,3.649,2.878
iq3_m,3.645,2.862
iq3_xxs,2.985,3.1275
iq3_xxs,2.978,3.1095
iq2_s,2.552,3.469
iq2_k,2.3453,3.8394
iq2_k,2.344,3.8818
iq2_kt,2.1268,4.2615
iq2_xxs,1.9992,4.3249
iq2_xxs,1.9287,4.5965
iq2_xxs,1.928,4.6654
