QTYPE,bpw,ppl
bf16,16.003,4.1898
q8_0,8.505,4.1956
iq6_k,7.3495,4.2055
iq6_k,7.3182,4.2059
q5_1,5.909,4.2213
q5_1,5.7997,4.2161
q4_1,4.9374,4.2319
q4_1,4.903,4.2407
q4_1,4.8447,4.2378
q4_0,4.6186,4.243
q4_0,4.5536,4.2473
iq4_ks,4.169,4.2799
iq3_kl,3.897,4.3319
iq3_m,3.702,4.3718
iq3_xxs,2.991,4.6608
