QTYPE,blk.0.attn_k.weight,blk.0.attn_output.weight,blk.0.attn_q.weight,blk.0.attn_v.weight,blk.1.attn_k.weight,blk.1.attn_output.weight,blk.1.attn_q.weight,blk.1.attn_v.weight,blk.2.attn_k.weight,blk.2.attn_output.weight,blk.2.attn_q.weight,blk.2.attn_v.weight,blk.3.attn_k.weight,blk.3.attn_output.weight,blk.3.attn_q.weight,blk.3.attn_v.weight,blk.4.attn_k.weight,blk.4.attn_output.weight,blk.4.attn_q.weight,blk.4.attn_v.weight,blk.5.attn_k.weight,blk.5.attn_output.weight,blk.5.attn_q.weight,blk.5.attn_v.weight,blk.6.attn_k.weight,blk.6.attn_output.weight,blk.6.attn_q.weight,blk.6.attn_v.weight,blk.7.attn_k.weight,blk.7.attn_output.weight,blk.7.attn_q.weight,blk.7.attn_v.weight,blk.8.attn_k.weight,blk.8.attn_output.weight,blk.8.attn_q.weight,blk.8.attn_v.weight,blk.9.attn_k.weight,blk.9.attn_output.weight,blk.9.attn_q.weight,blk.9.attn_v.weight,blk.10.attn_k.weight,blk.10.attn_output.weight,blk.10.attn_q.weight,blk.10.attn_v.weight,blk.11.attn_k.weight,blk.11.attn_output.weight,blk.11.attn_q.weight,blk.11.attn_v.weight,blk.12.attn_k.weight,blk.12.attn_output.weight,blk.12.attn_q.weight,blk.12.attn_v.weight,blk.13.attn_k.weight,blk.13.attn_output.weight,blk.13.attn_q.weight,blk.13.attn_v.weight,blk.14.attn_k.weight,blk.14.attn_output.weight,blk.14.attn_q.weight,blk.14.attn_v.weight,blk.15.attn_k.weight,blk.15.attn_output.weight,blk.15.attn_q.weight,blk.15.attn_v.weight,blk.16.attn_k.weight,blk.16.attn_output.weight,blk.16.attn_q.weight,blk.16.attn_v.weight,blk.17.attn_k.weight,blk.17.attn_output.weight,blk.17.attn_q.weight,blk.17.attn_v.weight,blk.18.attn_k.weight,blk.18.attn_output.weight,blk.18.attn_q.weight,blk.18.attn_v.weight,blk.19.attn_k.weight,blk.19.attn_output.weight,blk.19.attn_q.weight,blk.19.attn_v.weight,blk.20.attn_k.weight,blk.20.attn_output.weight,blk.20.attn_q.weight,blk.20.attn_v.weight,blk.21.attn_k.weight,blk.21.attn_output.weight,blk.21.attn_q.weight,blk.21.attn_v.weight,blk.22.attn_k.weight,blk.22.attn_output.weight,blk.22.attn_q.weight,blk.22.attn_v.weight,blk.23.attn_k.weight,blk.23.attn_output.weight,blk.23.attn_q.weight,blk.23.attn_v.weight,blk.24.attn_k.weight,blk.24.attn_output.weight,blk.24.attn_q.weight,blk.24.attn_v.weight,blk.25.attn_k.weight,blk.25.attn_output.weight,blk.25.attn_q.weight,blk.25.attn_v.weight,blk.26.attn_k.weight,blk.26.attn_output.weight,blk.26.attn_q.weight,blk.26.attn_v.weight,blk.27.attn_k.weight,blk.27.attn_output.weight,blk.27.attn_q.weight,blk.27.attn_v.weight,blk.28.attn_k.weight,blk.28.attn_output.weight,blk.28.attn_q.weight,blk.28.attn_v.weight,blk.29.attn_k.weight,blk.29.attn_output.weight,blk.29.attn_q.weight,blk.29.attn_v.weight,blk.30.attn_k.weight,blk.30.attn_output.weight,blk.30.attn_q.weight,blk.30.attn_v.weight,blk.31.attn_k.weight,blk.31.attn_output.weight,blk.31.attn_q.weight,blk.31.attn_v.weight,blk.32.attn_k.weight,blk.32.attn_output.weight,blk.32.attn_q.weight,blk.32.attn_v.weight,blk.33.attn_k.weight,blk.33.attn_output.weight,blk.33.attn_q.weight,blk.33.attn_v.weight,blk.34.attn_k.weight,blk.34.attn_output.weight,blk.34.attn_q.weight,blk.34.attn_v.weight,blk.35.attn_k.weight,blk.35.attn_output.weight,blk.35.attn_q.weight,blk.35.attn_v.weight
iq1_kt,11.683957,11.699022,11.679620,11.716727,11.683931,11.688440,11.683760,11.678890,11.689603,11.681889,11.675215,11.687194,11.685958,11.689449,11.678405,11.686416,11.688522,11.699349,11.691922,11.697746,11.663895,11.674636,11.671170,11.648446,11.687773,11.703468,11.681233,11.716017,11.775471,11.662649,11.691204,11.673872,11.687332,11.677573,11.691755,11.665130,11.659869,11.688538,11.695083,11.705654,11.690805,11.710807,11.699595,11.715704,11.711887,11.681396,11.697175,11.692294,11.692425,11.680732,11.687977,11.729620,11.707414,11.690833,11.681692,11.709295,11.650868,11.725395,11.671674,11.636185,11.718521,11.708498,11.691604,11.745361,11.688034,11.727231,11.660031,11.701888,11.678463,11.649400,11.663868,11.690898,11.685008,11.708004,11.675097,11.717558,11.730521,11.718754,11.689007,11.690193,11.705024,11.673497,11.693379,11.690375,11.691393,11.675087,11.654225,11.697703,11.652399,11.703366,11.680600,11.679795,11.733941,11.738026,11.678090,11.719807,11.698581,11.719132,11.722288,11.787731,11.697206,11.689461,11.688636,11.672144,11.691790,11.692937,11.701679,11.703784,11.679595,11.711624,11.708726,11.764203,11.709506,11.684063,11.709096,11.671980,11.707539,11.707440,11.685491,11.682535,11.711174,11.714248,11.677942,11.734954,11.743826,11.707791,11.718997,11.708464,11.710785,11.683773,11.671384,11.639004,11.799340,11.755149,11.729452,11.672836,11.696548,11.778814,11.637974,11.585854,11.681603,11.807336,11.687308,11.787388
