QTYPE,group0
bf16,6.2180
iq1_bn,1358473.066309
iq1_kt,25.095764
iq1_m,77.919247
iq1_m_r4,80.134140
iq1_s,80.941567
iq1_s_r4,88.918140
iq2_bn,1052434.913951
iq2_bn_r4,1048856.384995
iq2_k,10.707852
iq2_k_r4,10.707852
iq2_kl,8.363015
iq2_ks,13.917700
iq2_kt,11.755332
iq2_s,9.953284
iq2_xs,11.673830
iq2_xs_r4,11.721715
iq2_xxs,18.077347
iq2_xxs_r4,18.213936
iq3_k,6.754140
iq3_k_r4,6.754140
iq3_ks,6.996852
iq3_kt,6.993982
iq3_s,6.893213
iq3_s_r4,6.907746
iq3_xxs,7.478621
iq3_xxs_r4,7.493192
iq4_k,6.337442
iq4_k_r4,6.337442
iq4_ks,6.375659
iq4_ks_r4,6.375659
iq4_kss,6.462459
iq4_kt,6.457807
iq4_nl,6.410996
iq4_nl_r4,6.412652
iq4_xs,6.412886
iq4_xs_r8,6.421240
iq5_k,6.247240
iq5_k_r4,6.247240
iq5_ks,6.242370
iq5_ks_r4,6.242370
iq6_k,6.231714
q2_K,10.130444
q2_k_r4,10.123302
q3_K,7.032313
q3_k_r4,7.043404
q4_0,6.429903
q4_0_r8,6.430071
q4_1,6.367969
q4_K,6.356095
q4_k_r4,6.358095
q5_0,6.277560
q5_0_r4,6.278319
q5_1,6.253592
q5_K,6.265313
q5_k_r4,6.269709
q6_0,6.234077
q6_0_r4,6.234173
q6_K,6.227471
q6_k_r4,6.235355
q8_0,6.221156
q8_0_r8,6.221559
q8_k_r8,6.230906
q8_KV,6.297900
